category,group,measure,year,value,chart
Shared Work Years,0-9,net per capita annuity,2035.0,0.0037647256464094733,scheduled.percent.change
Shared Work Years,10-14,net per capita annuity,2035.0,0.029733413108906353,scheduled.percent.change
Shared Work Years,15-19,net per capita annuity,2035.0,0.0038294999764987275,scheduled.percent.change
Shared Work Years,20-24,net per capita annuity,2035.0,-0.009996071754040459,scheduled.percent.change
Shared Work Years,25-29,net per capita annuity,2035.0,-0.018086820523630805,scheduled.percent.change
Shared Work Years,30-34,net per capita annuity,2035.0,-0.019832833536446427,scheduled.percent.change
Shared Work Years,35-39,net per capita annuity,2035.0,-0.016013762762475424,scheduled.percent.change
Shared Work Years,40+,net per capita annuity,2035.0,-0.013608900708234358,scheduled.percent.change
Own Work Years,0-9,net per capita annuity,2035.0,-0.017026405830298397,scheduled.percent.change
Own Work Years,10-14,net per capita annuity,2035.0,-0.00816596892360408,scheduled.percent.change
Own Work Years,15-19,net per capita annuity,2035.0,-0.007569105804406654,scheduled.percent.change
Own Work Years,20-24,net per capita annuity,2035.0,-0.010684843121954328,scheduled.percent.change
Own Work Years,25-29,net per capita annuity,2035.0,-0.011817662587207692,scheduled.percent.change
Own Work Years,30-34,net per capita annuity,2035.0,-0.013286335015309486,scheduled.percent.change
Own Work Years,35-39,net per capita annuity,2035.0,-0.014719982911108879,scheduled.percent.change
Own Work Years,40+,net per capita annuity,2035.0,-0.014154911623440075,scheduled.percent.change
Shared Income Quintile,bottom quintile,net per capita annuity,2035.0,0.043288505382550975,scheduled.percent.change
Shared Income Quintile,2nd quintile,net per capita annuity,2035.0,-0.027520699167092155,scheduled.percent.change
Shared Income Quintile,3rd quintile,net per capita annuity,2035.0,-0.027275494585187025,scheduled.percent.change
Shared Income Quintile,4th quintile,net per capita annuity,2035.0,-0.02036417687593295,scheduled.percent.change
Shared Income Quintile,top quintile,net per capita annuity,2035.0,-0.009444962858507064,scheduled.percent.change
Shared Lifetime Earnings Quintile,bottom quintile,net per capita annuity,2035.0,0.03191579665782604,scheduled.percent.change
Shared Lifetime Earnings Quintile,2nd quintile,net per capita annuity,2035.0,-0.01786685018035919,scheduled.percent.change
Shared Lifetime Earnings Quintile,3rd quintile,net per capita annuity,2035.0,-0.02039401398730933,scheduled.percent.change
Shared Lifetime Earnings Quintile,4th quintile,net per capita annuity,2035.0,-0.019860002514823026,scheduled.percent.change
Shared Lifetime Earnings Quintile,top quintile,net per capita annuity,2035.0,-0.01257715910823885,scheduled.percent.change
Homeownership,Home Owner,net per capita annuity,2035.0,-0.015955347383972782,scheduled.percent.change
Homeownership,Renter,net per capita annuity,2035.0,0.00503878654688576,scheduled.percent.change
Family Income Relative to Official Poverty,1.Less 100% of Poverty,net per capita annuity,2035.0,0.03724453243861097,scheduled.percent.change
Family Income Relative to Official Poverty,2.100-199% of Poverty,net per capita annuity,2035.0,-0.01264628225223517,scheduled.percent.change
Family Income Relative to Official Poverty,3.200-399% of Poverty,net per capita annuity,2035.0,1.4940783078389537e-4,scheduled.percent.change
Family Income Relative to Official Poverty,4.400%+ of Poverty,net per capita annuity,2035.0,0.002803558653324654,scheduled.percent.change
Per Capita Retirement Account Assets ($2015),<0k,net per capita annuity,2035.0,-0.10418498230473307,scheduled.percent.change
Per Capita Retirement Account Assets ($2015),0k -  5k,net per capita annuity,2035.0,-0.19412126637883595,scheduled.percent.change
Per Capita Retirement Account Assets ($2015),5k - 25k,net per capita annuity,2035.0,-0.09996143578776633,scheduled.percent.change
Per Capita Retirement Account Assets ($2015),25k +,net per capita annuity,2035.0,-0.04299686401771256,scheduled.percent.change
Per Capita Financial Assets ($2015),<0k,net per capita annuity,2035.0,-0.06463743971502653,scheduled.percent.change
Per Capita Financial Assets ($2015),0k -  5k,net per capita annuity,2035.0,-0.022443515291745323,scheduled.percent.change
Per Capita Financial Assets ($2015),5k - 25k,net per capita annuity,2035.0,-0.015895028661438482,scheduled.percent.change
Per Capita Financial Assets ($2015),25k +,net per capita annuity,2035.0,-0.01174822098756277,scheduled.percent.change
Per Capita Financial + Retirement Account Assets ($2015),<0k,net per capita annuity,2035.0,-0.15407531198174268,scheduled.percent.change
Per Capita Financial + Retirement Account Assets ($2015),0k -  5k,net per capita annuity,2035.0,-0.0727618841894085,scheduled.percent.change
Per Capita Financial + Retirement Account Assets ($2015),5k - 25k,net per capita annuity,2035.0,-0.0819061607240028,scheduled.percent.change
Per Capita Financial + Retirement Account Assets ($2015),25k +,net per capita annuity,2035.0,-0.0270654290395553,scheduled.percent.change
All,All,net per capita cash,2035.0,-0.027853158289184443,scheduled.percent.change
Age,62-69,net per capita cash,2035.0,-0.03548331622296313,scheduled.percent.change
Age,70-74,net per capita cash,2035.0,-0.031717939688019316,scheduled.percent.change
Age,75-79,net per capita cash,2035.0,-0.019037595104232346,scheduled.percent.change
Age,80-84,net per capita cash,2035.0,-0.01819505036543201,scheduled.percent.change
Age,85+,net per capita cash,2035.0,-0.019933757115634294,scheduled.percent.change
Sex,Female,net per capita cash,2035.0,-0.02559626650721364,scheduled.percent.change
Sex,Male,net per capita cash,2035.0,-0.030359716675767496,scheduled.percent.change
Education,1.High School Dropout,net per capita cash,2035.0,-0.00869206702556615,scheduled.percent.change
Education,2.High School Graduate,net per capita cash,2035.0,-0.02656450233964631,scheduled.percent.change
Education,3.Some College,net per capita cash,2035.0,-0.028138159731092408,scheduled.percent.change
Education,4.College Graduate,net per capita cash,2035.0,-0.030882997986311524,scheduled.percent.change
Race Ethnicity,1.White,net per capita cash,2035.0,-0.03017182368289551,scheduled.percent.change
Race Ethnicity,2.Black,net per capita cash,2035.0,-0.02040149766165866,scheduled.percent.change
Race Ethnicity,3.Hispanic,net per capita cash,2035.0,-0.018126993474130125,scheduled.percent.change
Race Ethnicity,4.Other,net per capita cash,2035.0,-0.024516595615713885,scheduled.percent.change
Marital Status,Married,net per capita cash,2035.0,-0.044014440774918166,scheduled.percent.change
Marital Status,Widowed,net per capita cash,2035.0,-0.010101196772433233,scheduled.percent.change
Marital Status,Divorced,net per capita cash,2035.0,-0.010755557312652668,scheduled.percent.change
Marital Status,Single,net per capita cash,2035.0,-0.0019494973944449649,scheduled.percent.change
Shared Work Years,0-9,net per capita cash,2035.0,0.004202326287766482,scheduled.percent.change
Shared Work Years,10-14,net per capita cash,2035.0,0.03793704759610998,scheduled.percent.change
Shared Work Years,15-19,net per capita cash,2035.0,-0.0012609803460700115,scheduled.percent.change
Shared Work Years,20-24,net per capita cash,2035.0,-0.021842749130635015,scheduled.percent.change
Shared Work Years,25-29,net per capita cash,2035.0,-0.033075269923659396,scheduled.percent.change
Shared Work Years,30-34,net per capita cash,2035.0,-0.03618091189786325,scheduled.percent.change
Shared Work Years,35-39,net per capita cash,2035.0,-0.03239707620367603,scheduled.percent.change
Shared Work Years,40+,net per capita cash,2035.0,-0.027700024160228657,scheduled.percent.change
Own Work Years,0-9,net per capita cash,2035.0,-0.028130786752177055,scheduled.percent.change
Own Work Years,10-14,net per capita cash,2035.0,-0.014181873281193145,scheduled.percent.change
Own Work Years,15-19,net per capita cash,2035.0,-0.017876203518126698,scheduled.percent.change
Own Work Years,20-24,net per capita cash,2035.0,-0.02396331306561924,scheduled.percent.change
Own Work Years,25-29,net per capita cash,2035.0,-0.024808159947767795,scheduled.percent.change
Own Work Years,30-34,net per capita cash,2035.0,-0.026434032527780964,scheduled.percent.change
Own Work Years,35-39,net per capita cash,2035.0,-0.029254687234947792,scheduled.percent.change
Own Work Years,40+,net per capita cash,2035.0,-0.02869390518473475,scheduled.percent.change
Shared Income Quintile,bottom quintile,net per capita cash,2035.0,0.06459532083015655,scheduled.percent.change
Shared Income Quintile,2nd quintile,net per capita cash,2035.0,-0.04308606649713542,scheduled.percent.change
Shared Income Quintile,3rd quintile,net per capita cash,2035.0,-0.04100657199277596,scheduled.percent.change
Shared Income Quintile,4th quintile,net per capita cash,2035.0,-0.03270345341352957,scheduled.percent.change
Shared Income Quintile,top quintile,net per capita cash,2035.0,-0.02507071158341813,scheduled.percent.change
Shared Lifetime Earnings Quintile,bottom quintile,net per capita cash,2035.0,0.03741044471730097,scheduled.percent.change
Shared Lifetime Earnings Quintile,2nd quintile,net per capita cash,2035.0,-0.02978966089361011,scheduled.percent.change
Shared Lifetime Earnings Quintile,3rd quintile,net per capita cash,2035.0,-0.03371553638317231,scheduled.percent.change
Shared Lifetime Earnings Quintile,4th quintile,net per capita cash,2035.0,-0.0348700387114381,scheduled.percent.change
Shared Lifetime Earnings Quintile,top quintile,net per capita cash,2035.0,-0.030643086882707705,scheduled.percent.change
Homeownership,Home Owner,net per capita cash,2035.0,-0.031779976719515574,scheduled.percent.change
Homeownership,Renter,net per capita cash,2035.0,5.636699033127987e-4,scheduled.percent.change
Family Income Relative to Official Poverty,1.Less 100% of Poverty,net per capita cash,2035.0,-0.21996146090332866,scheduled.percent.change
Family Income Relative to Official Poverty,2.100-199% of Poverty,net per capita cash,2035.0,-0.014101995109722917,scheduled.percent.change
Family Income Relative to Official Poverty,3.200-399% of Poverty,net per capita cash,2035.0,-0.022173470085568123,scheduled.percent.change
Family Income Relative to Official Poverty,4.400%+ of Poverty,net per capita cash,2035.0,-0.009891424367669436,scheduled.percent.change
Per Capita Retirement Account Assets ($2015),<0k,net per capita cash,2035.0,-0.14381778823705885,scheduled.percent.change
Per Capita Retirement Account Assets ($2015),0k -  5k,net per capita cash,2035.0,-0.1817375760988794,scheduled.percent.change
Per Capita Retirement Account Assets ($2015),5k - 25k,net per capita cash,2035.0,-0.09544122021183811,scheduled.percent.change
Per Capita Retirement Account Assets ($2015),25k +,net per capita cash,2035.0,-0.04641623249171894,scheduled.percent.change
Per Capita Financial Assets ($2015),<0k,net per capita cash,2035.0,-0.06919974385602382,scheduled.percent.change
Per Capita Financial Assets ($2015),0k -  5k,net per capita cash,2035.0,-0.01951391232711664,scheduled.percent.change
Per Capita Financial Assets ($2015),5k - 25k,net per capita cash,2035.0,-0.02221511092913707,scheduled.percent.change
Per Capita Financial Assets ($2015),25k +,net per capita cash,2035.0,-0.0302678242522374,scheduled.percent.change
Per Capita Financial + Retirement Account Assets ($2015),<0k,net per capita cash,2035.0,-0.14944489665562422,scheduled.percent.change
Per Capita Financial + Retirement Account Assets ($2015),0k -  5k,net per capita cash,2035.0,-0.07173641312769227,scheduled.percent.change
Per Capita Financial + Retirement Account Assets ($2015),5k - 25k,net per capita cash,2035.0,-0.08967699738590887,scheduled.percent.change
Per Capita Financial + Retirement Account Assets ($2015),25k +,net per capita cash,2035.0,-0.03698380688385559,scheduled.percent.change
All,All,per capita annuity,2045.0,-0.014198625473238215,scheduled.percent.change
Age,62-69,per capita annuity,2045.0,-0.01063063976225664,scheduled.percent.change
Age,70-74,per capita annuity,2045.0,-0.017065984413230352,scheduled.percent.change
Age,75-79,per capita annuity,2045.0,-0.02083953764348206,scheduled.percent.change
Age,80-84,per capita annuity,2045.0,-0.017509645606418017,scheduled.percent.change
Age,85+,per capita annuity,2045.0,-0.009919155587685396,scheduled.percent.change
Sex,Female,per capita annuity,2045.0,-0.013510562787530314,scheduled.percent.change
Sex,Male,per capita annuity,2045.0,-0.014893653905545277,scheduled.percent.change
Education,1.High School Dropout,per capita annuity,2045.0,-0.0014843420465175104,scheduled.percent.change
Education,2.High School Graduate,per capita annuity,2045.0,-0.011755667746413147,scheduled.percent.change
Education,3.Some College,per capita annuity,2045.0,-0.01526279672595908,scheduled.percent.change
Education,4.College Graduate,per capita annuity,2045.0,-0.016044214488844293,scheduled.percent.change
Race Ethnicity,1.White,per capita annuity,2045.0,-0.01589030449755987,scheduled.percent.change
Race Ethnicity,2.Black,per capita annuity,2045.0,-0.00895249577044558,scheduled.percent.change
Race Ethnicity,3.Hispanic,per capita annuity,2045.0,-0.006681226576874893,scheduled.percent.change
Race Ethnicity,4.Other,per capita annuity,2045.0,-0.013324859911426628,scheduled.percent.change
Marital Status,Married,per capita annuity,2045.0,-0.0302979119587644,scheduled.percent.change
Marital Status,Widowed,per capita annuity,2045.0,0.004028232028151276,scheduled.percent.change
Marital Status,Divorced,per capita annuity,2045.0,-0.0020939128202440943,scheduled.percent.change
Marital Status,Single,per capita annuity,2045.0,0.006351115129362981,scheduled.percent.change
Shared Work Years,0-9,per capita annuity,2045.0,0.005240019902848484,scheduled.percent.change
Shared Work Years,10-14,per capita annuity,2045.0,0.027662260955354182,scheduled.percent.change
Shared Work Years,15-19,per capita annuity,2045.0,-0.005151207822085086,scheduled.percent.change
