category,group,year,option,scale,baseline,Average annuity income,Average cash income,Average net annuity income,Average net cash income
Shared Work Years,25-29,2025,"$180,000 tax max",per capita,Scheduled law,43068.525,28254.614,38467.541,23653.63
Shared Work Years,25-29,2025,13.4% payroll tax,equivalent,Payable law,53126.562,34835.019,47768.42,29476.877
Shared Work Years,25-29,2025,13.4% payroll tax,equivalent,Scheduled law,53126.562,34835.019,47768.42,29476.877
Shared Work Years,25-29,2025,13.4% payroll tax,per capita,Payable law,43038.636,28220.762,38421.473,23603.599
Shared Work Years,25-29,2025,13.4% payroll tax,per capita,Scheduled law,43038.636,28220.762,38421.473,23603.599
Shared Work Years,25-29,2025,14.4% payroll tax,equivalent,Payable law,53089.479,34798.318,47701.986,29410.826
Shared Work Years,25-29,2025,14.4% payroll tax,equivalent,Scheduled law,53089.479,34798.318,47701.986,29410.826
Shared Work Years,25-29,2025,14.4% payroll tax,per capita,Payable law,43009.821,28192.235,38369.95,23552.364
Shared Work Years,25-29,2025,14.4% payroll tax,per capita,Scheduled law,43009.821,28192.235,38369.95,23552.364
Shared Work Years,25-29,2025,15.4% payroll tax,equivalent,Payable law,52975.8,34741.182,47564.443,29329.825
Shared Work Years,25-29,2025,15.4% payroll tax,equivalent,Scheduled law,52975.8,34741.182,47564.443,29329.825
Shared Work Years,25-29,2025,15.4% payroll tax,per capita,Payable law,42926.793,28151.285,38267.687,23492.179
Shared Work Years,25-29,2025,15.4% payroll tax,per capita,Scheduled law,42926.793,28151.285,38267.687,23492.179
Shared Work Years,25-29,2025,75% survivor benefit,equivalent,Payable law,53102.496,34810.627,47777.954,29486.085
Shared Work Years,25-29,2025,75% survivor benefit,equivalent,Scheduled law,53102.496,34810.627,47777.954,29486.085
Shared Work Years,25-29,2025,75% survivor benefit,per capita,Payable law,43023.566,28205.444,38432.138,23614.016
Shared Work Years,25-29,2025,75% survivor benefit,per capita,Scheduled law,43023.566,28205.444,38432.138,23614.016
Shared Work Years,25-29,2025,90% tax max,equivalent,Payable law,53163.595,34877.872,47814.125,29528.402
Shared Work Years,25-29,2025,90% tax max,equivalent,Scheduled law,53163.595,34877.872,47814.125,29528.402
Shared Work Years,25-29,2025,90% tax max,per capita,Payable law,43066.851,28253.103,38456.993,23643.245
Shared Work Years,25-29,2025,90% tax max,per capita,Scheduled law,43066.851,28253.103,38456.993,23643.245
Shared Work Years,25-29,2025,90% tax max and 13.4% payroll tax,equivalent,Payable law,53121.312,34830.298,47741.887,29450.874
Shared Work Years,25-29,2025,90% tax max and 13.4% payroll tax,equivalent,Scheduled law,53121.312,34830.298,47741.887,29450.874
Shared Work Years,25-29,2025,90% tax max and 13.4% payroll tax,per capita,Payable law,43034.238,28216.768,38401.179,23583.709
Shared Work Years,25-29,2025,90% tax max and 13.4% payroll tax,per capita,Scheduled law,43034.238,28216.768,38401.179,23583.709
Shared Work Years,25-29,2025,Annual primary insurance amount,equivalent,Payable law,53178.916,34887.047,47850.195,29558.326
Shared Work Years,25-29,2025,Annual primary insurance amount,equivalent,Scheduled law,53178.916,34887.047,47850.195,29558.326
Shared Work Years,25-29,2025,Annual primary insurance amount,per capita,Payable law,43083.404,28265.282,38488.973,23670.851
Shared Work Years,25-29,2025,Annual primary insurance amount,per capita,Scheduled law,43083.404,28265.282,38488.973,23670.851
Shared Work Years,25-29,2025,Basic minimum benefit,equivalent,Payable law,53492.013,35200.15,48163.228,29871.365
Shared Work Years,25-29,2025,Basic minimum benefit,equivalent,Scheduled law,53492.013,35200.15,48163.228,29871.365
Shared Work Years,25-29,2025,Basic minimum benefit,per capita,Payable law,43387.273,28569.157,38792.774,23974.659
Shared Work Years,25-29,2025,Basic minimum benefit,per capita,Scheduled law,43387.273,28569.157,38792.774,23974.659
Shared Work Years,25-29,2025,Bipartisan Policy Center package,equivalent,Payable law,52991.905,34665.624,47687.061,29360.78
Shared Work Years,25-29,2025,Bipartisan Policy Center package,equivalent,Scheduled law,52991.905,34665.624,47687.061,29360.78
Shared Work Years,25-29,2025,Bipartisan Policy Center package,per capita,Payable law,42966.185,28120.589,38389.564,23543.969
Shared Work Years,25-29,2025,Bipartisan Policy Center package,per capita,Scheduled law,42966.185,28120.589,38389.564,23543.969
Shared Work Years,25-29,2025,Cap COLA,equivalent,Payable law,53014.718,34722.849,47700.616,29408.746
Shared Work Years,25-29,2025,Cap COLA,equivalent,Scheduled law,53014.718,34722.849,47700.616,29408.746
Shared Work Years,25-29,2025,Cap COLA,per capita,Payable law,42950.603,28132.481,38367.03,23548.908
Shared Work Years,25-29,2025,Cap COLA,per capita,Scheduled law,42950.603,28132.481,38367.03,23548.908
Shared Work Years,25-29,2025,Cap spouse benefits,equivalent,Payable law,53162.956,34871.087,47812.107,29520.238
Shared Work Years,25-29,2025,Cap spouse benefits,equivalent,Scheduled law,53162.956,34871.087,47812.107,29520.238
Shared Work Years,25-29,2025,Cap spouse benefits,per capita,Payable law,43012.15,28194.028,38420.869,23602.747
Shared Work Years,25-29,2025,Cap spouse benefits,per capita,Scheduled law,43012.15,28194.028,38420.869,23602.747
Shared Work Years,25-29,2025,Chained-CPI COLA,equivalent,Payable law,52852.112,34560.236,47539.277,29247.401
Shared Work Years,25-29,2025,Chained-CPI COLA,equivalent,Scheduled law,52852.112,34560.236,47539.277,29247.401
Shared Work Years,25-29,2025,Chained-CPI COLA,per capita,Payable law,42804.295,27986.166,38222.306,23404.177
Shared Work Years,25-29,2025,Chained-CPI COLA,per capita,Scheduled law,42804.295,27986.166,38222.306,23404.177
Shared Work Years,25-29,2025,Eliminate the tax max,equivalent,Payable law,53195.792,34910.241,47843.762,29558.212
Shared Work Years,25-29,2025,Eliminate the tax max,equivalent,Scheduled law,53195.792,34910.241,47843.762,29558.212
Shared Work Years,25-29,2025,Eliminate the tax max,per capita,Payable law,43090.012,28276.401,38478.325,23664.715
Shared Work Years,25-29,2025,Eliminate the tax max,per capita,Scheduled law,43090.012,28276.401,38478.325,23664.715
Shared Work Years,25-29,2025,Increase benefits taxation,equivalent,Payable law,53086.721,34794.852,47762.382,29470.513
Shared Work Years,25-29,2025,Increase benefits taxation,equivalent,Scheduled law,53086.721,34794.852,47762.382,29470.513
Shared Work Years,25-29,2025,Increase benefits taxation,per capita,Payable law,43067.006,28248.884,38441.755,23623.633
Shared Work Years,25-29,2025,Increase benefits taxation,per capita,Scheduled law,43067.006,28248.884,38441.755,23623.633
Shared Work Years,25-29,2025,Increase COLA,equivalent,Payable law,53397.958,35106.015,48057.912,29765.969
Shared Work Years,25-29,2025,Increase COLA,equivalent,Scheduled law,53397.958,35106.015,48057.912,29765.969
Shared Work Years,25-29,2025,Increase COLA,per capita,Payable law,43265.849,28447.674,38662.506,23844.332
Shared Work Years,25-29,2025,Increase COLA,per capita,Scheduled law,43265.849,28447.674,38662.506,23844.332
Shared Work Years,25-29,2025,Increase FRA,equivalent,Payable law,53161.838,34869.969,47833.318,29541.449
Shared Work Years,25-29,2025,Increase FRA,equivalent,Scheduled law,53161.838,34869.969,47833.318,29541.449
Shared Work Years,25-29,2025,Increase FRA,per capita,Payable law,43066.1,28247.978,38471.856,23653.734
Shared Work Years,25-29,2025,Increase FRA,per capita,Scheduled law,43066.1,28247.978,38471.856,23653.734
Shared Work Years,25-29,2025,Increase FRA and EEA,equivalent,Payable law,53161.773,34869.904,47833.359,29541.49
Shared Work Years,25-29,2025,Increase FRA and EEA,equivalent,Scheduled law,53161.773,34869.904,47833.359,29541.49
Shared Work Years,25-29,2025,Increase FRA and EEA,per capita,Payable law,43066.768,28248.646,38472.581,23654.459
Shared Work Years,25-29,2025,Increase FRA and EEA,per capita,Scheduled law,43066.768,28248.646,38472.581,23654.459
Shared Work Years,25-29,2025,Payable law,equivalent,Payable law,53162.956,34871.087,47834.393,29542.524
Shared Work Years,25-29,2025,Payable law,equivalent,Scheduled law,53162.956,34871.087,47834.393,29542.524
Shared Work Years,25-29,2025,Payable law,per capita,Payable law,43067.006,28248.884,38472.729,23654.607
Shared Work Years,25-29,2025,Payable law,per capita,Scheduled law,43067.006,28248.884,38472.729,23654.607
Shared Work Years,25-29,2025,Reduce COLA,equivalent,Payable law,52816.498,34524.622,47504.279,29212.403
Shared Work Years,25-29,2025,Reduce COLA,equivalent,Scheduled law,52816.498,34524.622,47504.279,29212.403
Shared Work Years,25-29,2025,Reduce COLA,per capita,Payable law,42773.825,27955.696,38192.336,23374.207
Shared Work Years,25-29,2025,Reduce COLA,per capita,Scheduled law,42773.825,27955.696,38192.336,23374.207
Shared Work Years,25-29,2025,Scheduled law,equivalent,Payable law,53162.956,34871.087,47834.393,29542.524
Shared Work Years,25-29,2025,Scheduled law,equivalent,Scheduled law,53162.956,34871.087,47834.393,29542.524
Shared Work Years,25-29,2025,Scheduled law,per capita,Payable law,43067.006,28248.884,38472.729,23654.607
Shared Work Years,25-29,2025,Scheduled law,per capita,Scheduled law,43067.006,28248.884,38472.729,23654.607
Shared Work Years,25-29,2035,"$150,000 tax max",equivalent,Payable law,48761.137,33790.02,42887.564,27916.448
Shared Work Years,25-29,2035,"$150,000 tax max",equivalent,Scheduled law,48761.137,33790.02,42887.564,27916.448
Shared Work Years,25-29,2035,"$150,000 tax max",per capita,Payable law,39909.001,27393.865,34757.288,22242.152
Shared Work Years,25-29,2035,"$150,000 tax max",per capita,Scheduled law,39909.001,27393.865,34757.288,22242.152
Shared Work Years,25-29,2035,"$180,000 tax max",equivalent,Payable law,48777.423,33806.704,42898.765,27928.046
Shared Work Years,25-29,2035,"$180,000 tax max",equivalent,Scheduled law,48777.423,33806.704,42898.765,27928.046
Shared Work Years,25-29,2035,"$180,000 tax max",per capita,Payable law,39921.545,27406.711,34766.079,22251.246
Shared Work Years,25-29,2035,"$180,000 tax max",per capita,Scheduled law,39921.545,27406.711,34766.079,22251.246
Shared Work Years,25-29,2035,13.4% payroll tax,equivalent,Payable law,48699.78,33729.223,42804.017,27833.46
Shared Work Years,25-29,2035,13.4% payroll tax,equivalent,Scheduled law,48699.78,33729.223,42804.017,27833.46
Shared Work Years,25-29,2035,13.4% payroll tax,per capita,Payable law,39861.461,27346.753,34691.794,22177.086
Shared Work Years,25-29,2035,13.4% payroll tax,per capita,Scheduled law,39861.461,27346.753,34691.794,22177.086
Shared Work Years,25-29,2035,14.4% payroll tax,equivalent,Payable law,48651.618,33681.28,42728.769,27758.431
Shared Work Years,25-29,2035,14.4% payroll tax,equivalent,Scheduled law,48651.618,33681.28,42728.769,27758.431
Shared Work Years,25-29,2035,14.4% payroll tax,per capita,Payable law,39823.993,27309.094,34633.126,22118.227
Shared Work Years,25-29,2035,14.4% payroll tax,per capita,Scheduled law,39823.993,27309.094,34633.126,22118.227
Shared Work Years,25-29,2035,15.4% payroll tax,equivalent,Payable law,48519.822,33572.041,42580.931,27633.15
Shared Work Years,25-29,2035,15.4% payroll tax,equivalent,Scheduled law,48519.822,33572.041,42580.931,27633.15
Shared Work Years,25-29,2035,15.4% payroll tax,per capita,Payable law,39724.874,27225.968,34520.657,22021.751
Shared Work Years,25-29,2035,15.4% payroll tax,per capita,Scheduled law,39724.874,27225.968,34520.657,22021.751
Shared Work Years,25-29,2035,75% survivor benefit,equivalent,Payable law,48299.712,33328.172,42463.972,27492.432
Shared Work Years,25-29,2035,75% survivor benefit,equivalent,Scheduled law,48299.712,33328.172,42463.972,27492.432
Shared Work Years,25-29,2035,75% survivor benefit,per capita,Payable law,39581.331,27065.873,34456.497,21941.04
Shared Work Years,25-29,2035,75% survivor benefit,per capita,Scheduled law,39581.331,27065.873,34456.497,21941.04
Shared Work Years,25-29,2035,90% tax max,equivalent,Payable law,48816.046,33853.16,42926.075,27963.19
Shared Work Years,25-29,2035,90% tax max,equivalent,Scheduled law,48816.046,33853.16,42926.075,27963.19
Shared Work Years,25-29,2035,90% tax max,per capita,Payable law,39951.97,27442.721,34788.124,22278.875
Shared Work Years,25-29,2035,90% tax max,per capita,Scheduled law,39951.97,27442.721,34788.124,22278.875
Shared Work Years,25-29,2035,90% tax max and 13.4% payroll tax,equivalent,Payable law,48766.632,33804.785,42846.96,27885.114
Shared Work Years,25-29,2035,90% tax max and 13.4% payroll tax,equivalent,Scheduled law,48766.632,33804.785,42846.96,27885.114
Shared Work Years,25-29,2035,90% tax max and 13.4% payroll tax,per capita,Payable law,39913.637,27405.181,34726.218,22217.762
Shared Work Years,25-29,2035,90% tax max and 13.4% payroll tax,per capita,Scheduled law,39913.637,27405.181,34726.218,22217.762
Shared Work Years,25-29,2035,Annual primary insurance amount,equivalent,Payable law,49029.293,34057.759,43147.967,28176.433
Shared Work Years,25-29,2035,Annual primary insurance amount,equivalent,Scheduled law,49029.293,34057.759,43147.967,28176.433
Shared Work Years,25-29,2035,Annual primary insurance amount,per capita,Payable law,40099.874,27584.42,34942.779,22427.326
Shared Work Years,25-29,2035,Annual primary insurance amount,per capita,Scheduled law,40099.874,27584.42,34942.779,22427.326
Shared Work Years,25-29,2035,Basic minimum benefit,equivalent,Payable law,49302.521,34332.836,43434.021,28464.336
Shared Work Years,25-29,2035,Basic minimum benefit,equivalent,Scheduled law,49302.521,34332.836,43434.021,28464.336
Shared Work Years,25-29,2035,Basic minimum benefit,per capita,Payable law,40431.257,27917.653,35282.952,22769.348
Shared Work Years,25-29,2035,Basic minimum benefit,per capita,Scheduled law,40431.257,27917.653,35282.952,22769.348
Shared Work Years,25-29,2035,Bipartisan Policy Center package,equivalent,Payable law,47793.386,32662.85,42013.358,26882.822
Shared Work Years,25-29,2035,Bipartisan Policy Center package,equivalent,Scheduled law,47793.386,32662.85,42013.358,26882.822
Shared Work Years,25-29,2035,Bipartisan Policy Center package,per capita,Payable law,39236.471,26599.501,34154.207,21517.237
Shared Work Years,25-29,2035,Bipartisan Policy Center package,per capita,Scheduled law,39236.471,26599.501,34154.207,21517.237
Shared Work Years,25-29,2035,Cap COLA,equivalent,Payable law,48579.622,33601.886,42732.749,27755.013
Shared Work Years,25-29,2035,Cap COLA,equivalent,Scheduled law,48579.622,33601.886,42732.749,27755.013
Shared Work Years,25-29,2035,Cap COLA,per capita,Payable law,39767.499,27247.661,34635.741,22115.904
Shared Work Years,25-29,2035,Cap COLA,per capita,Scheduled law,39767.499,27247.661,34635.741,22115.904
Shared Work Years,25-29,2035,Cap spouse benefits,equivalent,Payable law,48746.685,33775.151,42874.833,27903.299
Shared Work Years,25-29,2035,Cap spouse benefits,equivalent,Scheduled law,48746.685,33775.151,42874.833,27903.299
Shared Work Years,25-29,2035,Cap spouse benefits,per capita,Payable law,39512.76,26997.307,34392.989,21877.536
Shared Work Years,25-29,2035,Cap spouse benefits,per capita,Scheduled law,39512.76,26997.307,34392.989,21877.536
Shared Work Years,25-29,2035,Chained-CPI COLA,equivalent,Payable law,48247.866,33270.13,42406.769,27429.033
Shared Work Years,25-29,2035,Chained-CPI COLA,equivalent,Scheduled law,48247.866,33270.13,42406.769,27429.033
Shared Work Years,25-29,2035,Chained-CPI COLA,per capita,Payable law,39475.882,26956.045,34349.473,21829.635
Shared Work Years,25-29,2035,Chained-CPI COLA,per capita,Scheduled law,39475.882,26956.045,34349.473,21829.635
Shared Work Years,25-29,2035,Eliminate the tax max,equivalent,Payable law,48942.208,33980.842,43023.697,28062.33
Shared Work Years,25-29,2035,Eliminate the tax max,equivalent,Scheduled law,48942.208,33980.842,43023.697,28062.33
Shared Work Years,25-29,2035,Eliminate the tax max,per capita,Payable law,40044.642,27536.515,34860.254,22352.127
Shared Work Years,25-29,2035,Eliminate the tax max,per capita,Scheduled law,40044.642,27536.515,34860.254,22352.127
Shared Work Years,25-29,2035,Increase benefits taxation,equivalent,Payable law,48213.692,33242.158,42384.657,27413.123
Shared Work Years,25-29,2035,Increase benefits taxation,equivalent,Scheduled law,48213.692,33242.158,42384.657,27413.123
Shared Work Years,25-29,2035,Increase benefits taxation,per capita,Payable law,39897.952,27382.499,34736.372,22220.919
Shared Work Years,25-29,2035,Increase benefits taxation,per capita,Scheduled law,39897.952,27382.499,34736.372,22220.919
Shared Work Years,25-29,2035,Increase COLA,equivalent,Payable law,49165.043,34193.509,43279.973,28308.439
Shared Work Years,25-29,2035,Increase COLA,equivalent,Scheduled law,49165.043,34193.509,43279.973,28308.439
Shared Work Years,25-29,2035,Increase COLA,per capita,Payable law,40253.333,27737.88,35092.03,22576.576
